,name,price,kms_driven,fuel_type,city,year
1981,Hyundai i10 Magna,2.5,43278,Petrol,Hyderabad,2008
1982,Hyundai Creta 1.6,12.75,58676,Petrol,Mumbai,2018
1983,Maruti Suzuki Dzire,6.41,30663,Petrol,Chennai,2019
1984,Maruti Suzuki Swift,4.15,71138,Petrol,Thane,2013
1985,Ford EcoSport Titanium,10.85,17002,Petrol,Bangalore,2019
1986,Skoda Yeti Active,3.49,86000,Diesel,Ahmedabad,2012
1987,Hyundai Santro Xing,3.0,74000,Petrol,Pallikarnai,2007
1988,Maruti Suzuki Alto,2.34,15685,Petrol,Pune,2012
1989,Tata Tiago XE,4.0,100088,Petrol,Ambattur,2022
1990,Mercedes-Benz GL 350,47.0,69000,Diesel,Hyderabad,2015
1991,Honda City E,5.3,69000,Petrol + 1,Pallikarnai,2014
1992,Maruti Suzuki Baleno,6.9,40244,Petrol,Mumbai,2018
1993,Ford EcoSport Titanium,8.29,35724,Petrol,Bangalore,2017
1994,Hyundai Tucson 2WD,7.61,12030,Diesel,Delhi,2021
1995,Maruti Suzuki Ciaz,6.97,43152,Petrol,Pune,2017
1996,Hyundai Creta SX,11.95,120000,Diesel,Hyderabad,2017
1997,MG Hector Sharp,18.0,21105,Petrol,Hyderabad,2021
1998,Honda Brio S,4.39,46089,Petrol,Bangalore,2014
1999,Maruti Suzuki Eeco,4.92,18568,Petrol,Chennai,2020
2000,Hyundai Grand i10,5.39,57847,Petrol,Bangalore,2018
2001,Volkswagen Vento Highline,6.35,58436,Diesel,Mumbai,2015
2002,Maruti Suzuki Swift,4.9,52000,Petrol,Ahmedabad,2015
2003,Volkswagen Vento Highline,13.5,30788,Petrol,Hyderabad,2021
2004,Honda Amaze 1.5,4.5,90354,Diesel,Hyderabad,2014
2005,Kia Seltos HTE,10.75,11870,Petrol,Chennai,2021
2006,Toyota Corolla Altis,3.45,149500,CNG,Thane,2010
2007,Hyundai Xcent S,4.75,44000,Petrol,Ahmedabad,2015
2008,Hyundai Santa Fe,16.25,55545,Diesel,Bangalore,2015
2009,Tata Tiago Revotron,4.45,57000,Petrol,Noida,2018
2010,Skoda Rapid Style,8.25,123000,Diesel,Hyderabad,2017
2011,Maruti Suzuki Celerio,4.45,24595,Petrol,Mumbai,2016
2012,Maruti Suzuki Ritz,3.25,49000,Petrol,Mumbai,2012
2013,Tata Safari XZA,24.0,16600,Diesel,Hyderabad,2021
2014,Maruti Suzuki Ciaz,9.23,30830,Petrol,Pune,2018
2015,Maruti Suzuki Wagon,4.65,72000,CNG,Thane,2017
2016,Audi A4 2.0,16.5,89070,Diesel,Ahmedabad,2014
2017,Mahindra XUV300 1.2,7.24,15777,Petrol,Kolkata,2021
2018,Skoda Kodiaq Style,29.75,25000,Diesel,Mumbai,2017
2019,Hyundai Creta SX,10.23,56907,Diesel,Kolkata,2018
2020,Toyota Innova Crysta,31.0,33500,Diesel,Hyderabad,2021
2021,Maruti Suzuki Alto,2.98,24456,Petrol,Pune,2016
2022,Volkswagen Vento Highline,7.9,48000,Diesel,Ahmedabad,2016
2023,Hyundai Grand i10,7.09,21187,CNG,Pune,2021
2024,Hyundai Elite i20,3.95,58326,Petrol,Delhi,2014
2025,Maruti Suzuki Eeco,4.33,12566,Petrol,Chennai,2019
2026,Maruti Suzuki Celerio,3.98,49821,Petrol,Delhi,2015
2027,Hyundai Grand i10,3.95,25028,Petrol,Mumbai,2013
2028,Mahindra KUV100 NXT,4.51,41604,Petrol,Ahmedabad,2018
2029,Maruti Suzuki Wagon,2.55,80386,Petrol,Pune,2011
2030,Mercedes-Benz E-Class E,60.0,17500,Diesel,Ahmedabad,2020
2031,Maruti Suzuki Ciaz,8.7,27095,Diesel,Kolkata,2019
2032,Honda City VX,8.85,34178,Diesel,Kolkata,2018
2033,Mahindra XUV500 W10,9.75,37000,Diesel,Kolkata,2016
2034,Hyundai Elantra 1.6,13.0,85930,Diesel,Hyderabad,2017
2035,Hyundai Grand i10,5.3,35373,Petrol,Hyderabad,2017
2036,Hyundai Elite i20,4.46,54136,Petrol,Kolkata,2015
2037,BMW 5 Series,68.0,9664,Petrol,Mumbai,2022
2038,Honda Jazz VX,5.32,34640,Petrol,Kolkata,2018
2039,Renault Duster RXL,6.99,50244,Petrol,Bangalore,2017
2040,Honda WR-V VX,7.85,29099,Petrol,Mumbai,2018
2041,Volkswagen Polo GT,6.95,27239,Petrol,Thane,2016
2042,Hyundai i10 Sportz,2.45,41000,Petrol,Kolkata,2014
2043,Datsun GO+ T,4.98,15755,Petrol,Kolkata,2019
2044,Audi A4 2.0,13.95,57566,Diesel,Thane,2015
2045,Maruti Suzuki Alto,2.39,65315,Petrol,Hyderabad,2012
2046,Maruti Suzuki Alto,3.79,74200,Petrol,Bangalore,2016
2047,Hyundai Elite i20,6.9,45000,Petrol,Ahmedabad,2018
2048,Skoda Slavia Style,16.58,6098,Petrol,Chennai,2022
2049,Hyundai i10 1.1L,4.25,46150,Petrol,Ahmedabad,2016
2050,BMW X1 sDrive20d,22.5,68714,Diesel,Hyderabad,2016
2051,Honda Amaze 1.2,4.3,61000,Petrol,Ahmedabad,2013
2052,BMW X1 sDrive20d,44.75,7100,Diesel,Chennai,2021
2053,Mercedes-Benz S-Class S,69.0,18000,Diesel,Ahmedabad,2017
2054,Maruti Suzuki Swift,7.95,21800,Petrol,Bangalore,2020
2055,Hyundai Santro Sportz,5.89,47873,Petrol,Pune,2020
2056,Maruti Suzuki Wagon,4.75,84827,Petrol,Chennai,2018
2057,Tata Tiago Revotron,4.75,34867,Petrol,Mumbai,2017
2058,Volvo V40 D3,16.75,47000,Diesel,Mumbai,2018
2059,Renault Kwid 1.0,4.56,53447,Petrol,Chennai,2019
2060,Bentley Continental GT,70.0,19506,Petrol,Hyderabad,2008
2061,Hyundai Grand i10,3.94,67844,Petrol,Pune,2014
2062,Renault Kwid 1.0,3.35,32000,Petrol,Thane,2017
2063,Honda Amaze 1.2,6.49,15075,Petrol,Bangalore,2016
2064,Hyundai Elite i20,6.5,100000,Petrol,Hyderabad,2016
2065,Honda Brio VX,4.35,46314,Petrol,Mumbai,2014
2066,Maruti Suzuki Baleno,7.3,58238,Diesel,Hyderabad,2017
2067,Ford Figo Trend,4.3,44000,Petrol,Ahmedabad,2017
2068,Skoda Rapid Style,6.66,45834,Petrol,Pune,2016
2069,MG Gloster Savvy,39.0,22000,Diesel,Hyderabad,2020
2070,Ford Aspire Trend,6.77,47781,CNG,Pune,2019
2071,Honda WR-V VX,7.35,51425,Petrol,Ahmedabad,2018
2072,Jaguar XE Prestige,37.75,9090,Diesel,Bangalore,2018
2073,Tata Nexon EV,18.75,7000,Electric,Ahmedabad,2022
2074,Honda Amaze 1.2,4.39,44114,Petrol,Pune,2013
2075,Honda Jazz SV,4.95,52000,Petrol,Noida,2015
2076,Tata Safari XZA,26.15,6625,Diesel,Pune,2022
2077,Renault Duster 110,8.95,62732,Diesel,Thane,2018
2078,Toyota Innova Crysta,24.0,121842,Diesel,Hyderabad,2018
2079,Skoda Rapid Ambition,8.99,57702,Petrol,Bangalore,2018
2080,Hyundai Verna Fluidic,6.49,40493,Petrol,Bangalore,2015
2081,Maruti Suzuki Swift,7.5,65000,Diesel,Hyderabad,2018
2082,Ford EcoSport Ambiente,6.25,30723,Petrol,Noida,2017
2083,Hyundai i20 Sportz,8.89,15608,Petrol,Bangalore,2020
2084,Renault Triber RXZ,7.65,19000,Petrol,Mumbai,2021
2085,Hyundai Grand i10,3.49,52242,Diesel,Kolkata,2015
2086,Tata Harrier XZ,15.5,45163,Diesel,Ahmedabad,2019
2087,Tata Altroz XT,7.06,33530,Petrol,Chennai,2020
2088,Renault Duster RXL,7.89,60444,Petrol,Bangalore,2017
2089,Hyundai Elite i20,5.38,27189,Petrol,Kolkata,2018
2090,Maruti Suzuki Ertiga,7.15,112000,CNG,Thane,2014
2091,Toyota Corolla Altis,12.95,65100,Petrol,Thane,2018
2092,Maruti Suzuki Dzire,6.47,21477,Petrol,Delhi,2019
2093,Honda City V,8.79,14437,Petrol,Delhi,2018
2094,Maruti Suzuki Alto,1.8,67181,Petrol,Hyderabad,2008
2095,Honda City V,9.35,31482,Petrol,Thane,2018
2096,Maruti Suzuki Dzire,5.5,27563,Petrol,Kolkata,2018
2097,Land Rover Discovery,64.0,8500,Petrol,Ahmedabad,2021
2098,Honda Jazz V,4.25,37210,Petrol,Kolkata,2016
2099,Hyundai Grand i10,4.5,66250,Petrol,Ahmedabad,2014
2100,Ford Figo Titanium1.5,3.6,42158,Diesel,Kolkata,2015
2101,MINI Cooper Countryman,22.0,68862,Diesel,Hyderabad,2013
2102,Hyundai Verna 1.6,8.38,37622,Petrol,Chennai,2018
2103,Maruti Suzuki Ciaz,6.75,64726,Petrol,Mumbai,2017
2104,Hyundai Verna 1.6,8.76,29150,Petrol,Pune,2017
